Age,Fare,Parch,PassengerId,Sex,SibSp,Survived,FamilySize,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,Embarked_C,Embarked_Q,Embarked_S
31.0,10.5,0,440,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45.0,26.25,1,441,1,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20.0,9.5,0,442,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25.0,7.775,0,443,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28.0,13.0,0,444,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,8.1125,0,445,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4.0,81.8583,2,446,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.0,19.5,1,447,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,26.55,0,448,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5.0,19.2583,1,449,1,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
52.0,30.5,0,450,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
36.0,27.75,2,451,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,19.9667,0,452,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,27.75,0,453,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49.0,89.1042,0,454,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,8.05,0,455,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29.0,7.8958,0,456,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65.0,26.55,0,457,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
45.0,51.8625,0,458,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50.0,10.5,0,459,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.75,0,460,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
48.0,26.55,0,461,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34.0,8.05,0,462,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47.0,38.5,0,463,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48.0,13.0,0,464,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,8.05,0,465,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38.0,7.05,0,466,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,0.0,0,467,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56.0,26.55,0,468,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.725,0,469,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.75,19.2583,1,470,1,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26.0,7.25,0,471,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38.0,8.6625,0,472,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33.0,27.75,2,473,1,1,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23.0,13.7917,0,474,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,9.8375,0,475,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.5,52.0,0,476,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34.0,21.0,0,477,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29.0,7.0458,0,478,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22.0,7.5208,0,479,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2.0,12.2875,1,480,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.0,46.9,2,481,0,5,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,0.0,0,482,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,8.05,0,483,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63.0,9.5875,0,484,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25.0,91.0792,0,485,0,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18.0,25.4667,1,486,1,3,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35.0,90.0,0,487,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58.0,29.7,0,488,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,8.05,0,489,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.0,15.9,1,490,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,19.9667,0,491,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21.0,7.25,0,492,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55.0,30.5,0,493,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71.0,49.5042,0,494,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21.0,8.05,0,495,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,14.4583,0,496,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54.0,78.2667,0,497,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,15.1,0,498,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25.0,151.55,2,499,1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,7.7958,0,500,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17.0,8.6625,0,501,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21.0,7.75,0,502,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18.0,7.6292,0,503,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.0,9.5875,0,504,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16.0,86.5,0,505,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18.0,108.9,0,506,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33.0,26.0,2,507,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.5,26.55,0,508,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28.0,22.525,0,509,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,56.4958,0,510,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29.0,7.75,0,511,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26.0,8.05,0,512,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36.0,26.2875,0,513,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
54.0,59.4,0,514,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24.0,7.4958,0,515,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47.0,34.0208,0,516,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34.0,10.5,0,517,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,24.15,0,518,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36.0,26.0,0,519,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,7.8958,0,520,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,93.5,0,521,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22.0,7.8958,0,522,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.225,0,523,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44.0,57.9792,1,524,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26.0,7.2292,0,525,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40.5,7.75,0,526,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
50.0,10.5,0,527,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.5,221.7792,0,528,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39.0,7.925,0,529,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23.0,11.5,1,530,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2.0,26.0,1,531,1,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.2292,0,532,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17.0,7.2292,1,533,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31.0,22.3583,2,534,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30.0,8.6625,0,535,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7.0,26.25,2,536,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45.0,26.55,0,537,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
30.0,106.425,0,538,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26.0,14.5,0,539,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22.0,49.5,2,540,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,71.0,2,541,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,31.275,2,542,1,4,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11.0,31.275,2,543,1,4,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,26.0,0,544,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,106.425,0,545,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
64.0,26.0,0,546,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19.0,26.0,0,547,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,13.8625,0,548,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33.0,20.525,1,549,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8.0,36.75,1,550,0,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17.0,110.8833,2,551,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27.0,26.0,0,552,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.8292,0,553,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22.0,7.225,0,554,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22.0,7.775,0,555,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
62.0,26.55,0,556,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48.0,39.6,0,557,1,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
41.5,227.525,0,558,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39.0,79.65,1,559,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36.0,17.4,0,560,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.75,0,561,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.0,7.8958,0,562,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28.0,13.5,0,563,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,8.05,0,564,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.0,8.05,0,565,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.0,24.15,0,566,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19.0,7.8958,0,567,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29.0,21.075,4,568,1,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.2292,0,569,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32.0,7.8542,0,570,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
62.0,10.5,0,571,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53.0,51.4792,0,572,1,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36.0,26.3875,0,573,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18.0,7.75,0,574,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
16.0,8.05,0,575,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19.0,14.5,0,576,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,13.0,0,577,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39.0,55.9,0,578,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31.0,14.4583,0,579,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32.0,7.925,0,580,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25.0,30.0,1,581,1,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39.0,110.8833,1,582,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
54.0,26.0,0,583,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36.0,40.125,0,584,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
26.0,8.7125,0,585,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
18.0,79.65,2,586,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47.0,15.0,0,587,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60.0,79.2,1,588,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22.0,8.05,0,589,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,8.05,0,590,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35.0,7.125,0,591,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52.0,78.2667,0,592,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47.0,7.25,0,593,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.0,7.75,2,594,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.0,26.0,0,595,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36.0,24.15,1,596,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20.0,33.0,0,597,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
49.0,0.0,0,598,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.225,0,599,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49.0,56.9292,0,600,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
24.0,27.0,1,601,1,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.8958,0,602,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.5,42.4,0,603,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44.0,8.05,0,604,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35.0,26.55,0,605,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36.0,15.55,0,606,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30.0,7.8958,0,607,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27.0,30.5,0,608,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22.0,41.5792,2,609,1,1,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40.0,153.4625,0,610,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39.0,31.275,5,611,1,1,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.05,0,612,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.0,15.5,0,613,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26.0,7.75,0,614,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
35.0,8.05,0,615,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.0,65.0,2,616,1,1,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,14.4,1,617,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,16.1,0,618,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4.0,39.0,1,619,1,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,10.5,0,620,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27.0,14.4542,0,621,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42.0,52.5542,0,622,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20.0,15.7417,1,623,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21.0,7.8542,0,624,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21.0,16.1,0,625,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61.0,32.3208,0,626,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57.0,12.35,0,627,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
21.0,77.9583,0,628,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26.0,7.8958,0,629,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.7333,0,630,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80.0,30.0,0,631,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51.0,7.0542,0,632,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,30.5,0,633,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
41.5,0.0,0,634,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.0,27.9,2,635,1,3,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28.0,13.0,0,636,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,7.925,0,637,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31.0,26.25,1,638,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41.0,39.6875,5,639,1,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,16.1,0,640,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20.0,7.8542,0,641,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.0,69.3,0,642,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.0,27.9,2,643,1,3,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,56.4958,0,644,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.75,19.2583,1,645,1,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48.0,76.7292,0,646,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19.0,7.8958,0,647,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56.0,35.5,0,648,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26.0,7.55,0,649,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23.0,7.55,0,650,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.8958,0,651,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.0,23.0,1,652,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21.0,8.4333,0,653,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18.0,7.8292,0,654,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18.0,6.75,0,655,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24.0,73.5,0,656,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26.0,7.8958,0,657,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,15.5,1,658,1,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23.0,13.0,0,659,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
58.0,113.275,2,660,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
